token_id,name,description,owner,image_url,animation_url,contract_address,chain,token_standard,traits,trait_count,rarity_score,last_sale_price,last_sale_date,current_listing_price,listing_currency,is_listed,rarity_rank
9951,CryptoPunk #9951,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/91ad944748218d5478be9a7ffb0835/8b91ad944748218d5478be9a7ffb0835.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9928,CryptoPunk #9928,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/21af81358baaf6c393693eb6df8f70/cb21af81358baaf6c393693eb6df8f70.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9911,CryptoPunk #9911,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/7aac1d3fcb943c1c9ce81573fa45d9/e47aac1d3fcb943c1c9ce81573fa45d9.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9933,CryptoPunk #9933,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/ecf2e36131a2dc257e46882c8fc326/9fecf2e36131a2dc257e46882c8fc326.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9917,CryptoPunk #9917,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/6e8778dc4896f407afcaefdba47e19/9b6e8778dc4896f407afcaefdba47e19.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9947,CryptoPunk #9947,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/dc2837be4703384a3500ab5a4316fc/91dc2837be4703384a3500ab5a4316fc.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9941,CryptoPunk #9941,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/f033d0651bd6d9d70352dacef237a6/b0f033d0651bd6d9d70352dacef237a6.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9922,CryptoPunk #9922,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/400054457bccac67496a962b7a60c9/11400054457bccac67496a962b7a60c9.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9940,CryptoPunk #9940,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/3ae0bcb06c70da890c489d4572c31b/973ae0bcb06c70da890c489d4572c31b.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9935,CryptoPunk #9935,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/f4c56b5edde73d4640bf0f1eb23a23/46f4c56b5edde73d4640bf0f1eb23a23.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9908,CryptoPunk #9908,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/446a57670fe79262223069414837be/8e446a57670fe79262223069414837be.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
